
Drops: Simon Muran - A-TEC e S-TEC (Original)
009,4.49
016,2.63
019,0.29
024,1.31
047,1.31
048,1.31
058,1.31
102,0.58
105,2.58
123,2.58
130,2.58
137,2.58
167,2.53
192,2.53
197,2.53
202,2.53
237,2.53
238,0.58
289,2.53
301,0.97
313,0.97
314,0.97
333,1.75
336,0.97
349,1.75
387,2.53
397,2.53
402,2.53
410,2.53
411,2.53
422,2.53
436,2.53
444,2.53
469,2.53
484,2.53
485,2.53
488,2.53
504,2.53
516,2.53
547,2.53
548,2.53
558,2.53
563,2.53
635,2.53
676,0.97
677,0.97
681,0.97
682,0.97
690,0.97
Drops: Teana - A-TEC e S-TEC (Original)
019,0.29
024,8.30
058,8.30
167,8.20
302,0.78
312,0.73
313,0.73
330,1.46
336,0.73
345,0.73
350,1.46
393,8.30
395,8.30
398,8.30
399,8.30
402,8.20
469,8.20
475,8.20
527,8.20
681,0.73
682,0.73
690,0.73
699,0.04
Drops: Jono - A-TEC e S-TEC (Original)
016,2.92
020,0.19
050,1.95
104,1.95
105,1.95
122,1.95
130,1.95
135,1.95
137,1.95
152,1.95
154,1.95
174,1.95
182,1.95
185,1.95
191,1.95
197,1.95
202,1.95
207,1.95
210,1.95
214,1.95
237,1.95
242,2.05
245,2.05
268,2.05
301,0.78
302,0.78
310,0.78
311,0.78
333,1.75
336,0.78
343,0.78
344,0.87
410,2.05
420,2.05
422,2.05
436,2.05
444,2.05
485,2.05
486,2.05
488,2.05
492,2.05
501,2.05
516,2.05
524,2.05
549,2.05
558,2.05
563,2.05
579,2.05
589,2.05
598,2.05
611,2.05
651,1.70
654,1.70
677,0.78
679,0.78
681,0.78
683,0.78
690,0.78
Drops: Villaguer 1 - A-TEC e S-TEC (Original)
009,2.92
020,0.29
024,2.92
058,2.92
123,2.92
167,2.92
192,2.92
289,2.92
307,0.78
308,0.78
309,0.78
311,0.78
312,0.78
323,0.78
327,0.78
332,1.56
336,0.87
338,1.56
339,1.56
340,1.56
345,0.87
350,1.56
387,2.92
393,2.92
395,2.92
397,2.92
398,2.92
399,2.92
402,2.92
411,2.92
469,2.92
475,2.92
484,2.92
504,2.92
527,2.92
547,2.92
548,2.92
558,2.92
635,2.92
655,0.97
665,0.58
666,0.58
671,0.58
673,0.58
674,0.58
676,0.58
677,0.58
678,0.58
679,0.58
680,0.58
681,1.17
690,1.07
691,0.58
692,0.58
693,0.58
694,0.58
695,0.58
697,0.58
698,0.58
699,0.58
700,0.58
Drops: Villaguer 2 - A-TEC e S-TEC (Original)
009,1.22
019,0.58
024,1.22
045,1.22
096,1.22
097,1.22
098,1.22
102,0.58
108,1.22
135,1.22
139,1.22
152,1.12
154,1.12
167,1.12
177,1.12
191,1.12
197,1.12
199,1.12
203,1.12
205,1.12
206,1.12
211,1.12
215,1.12
227,1.12
228,1.12
237,1.12
238,0.58
243,1.12
244,1.12
259,1.12
262,1.12
265,1.12
270,1.12
289,1.12
292,1.12
304,1.56
305,1.56
316,1.56
319,1.56
321,1.56
326,1.56
330,1.61
333,1.61
335,1.61
336,1.56
338,1.66
339,1.56
340,1.56
345,1.56
350,1.56
393,1.12
394,0.58
398,1.12
432,1.12
444,1.12
446,1.12
451,1.12
452,1.12
461,1.12
463,1.12
484,1.12
503,1.12
516,1.12
524,1.12
548,1.12
549,1.12
556,1.12
558,1.12
586,0.48
591,1.12
592,0.48
602,1.12
605,1.12
606,1.12
610,0.09
652,1.56
655,1.56
683,1.56
684,1.56
687,1.56
688,1.56
690,1.56
693,1.56
Drops: Villaguer 3 - A-TEC e S-TEC (Original)
004,0.73
009,0.73
020,0.19
024,0.73
045,0.73
047,0.73
096,0.73
097,0.73
098,0.83
108,0.83
133,0.83
135,0.83
139,0.83
140,0.97
142,0.83
152,0.83
154,0.83
155,0.83
167,0.83
177,1.26
178,0.78
180,0.78
190,0.78
191,0.78
197,0.78
199,0.78
203,0.78
205,0.78
206,0.78
211,0.78
215,1.26
227,0.78
228,1.26
237,0.78
243,0.78
244,1.26
253,0.78
260,0.78
264,0.78
265,0.78
270,1.26
279,0.78
282,0.78
283,0.78
289,0.78
290,0.78
292,0.78
295,0.78
298,0.78
304,1.56
306,1.56
317,1.56
319,1.56
321,1.56
326,1.56
331,1.56
334,1.56
335,2.34
336,1.56
338,1.56
339,1.56
340,1.56
345,1.56
350,1.56
393,0.78
394,0.58
398,0.78
432,1.26
444,0.78
446,1.26
451,0.78
452,0.78
461,1.26
463,0.78
478,0.78
484,0.78
503,0.78
516,0.78
524,0.78
548,0.78
549,0.78
556,0.78
558,0.78
568,0.78
573,0.78
585,0.78
588,0.58
591,0.78
592,0.58
602,0.78
605,0.78
606,0.78
612,0.78
652,1.26
655,1.12
683,1.56
684,1.56
687,1.56
688,1.56
690,1.56
693,1.56
Drops: Seto - A-TEC e S-TEC (Original)
008,1.95
019,0.24
050,0.83
075,4.88
098,0.92
101,1.95
104,0.92
107,0.92
122,0.92
123,0.92
130,0.92
133,0.92
134,0.92
135,0.92
137,0.92
145,0.97
152,0.92
154,0.92
157,1.85
158,1.85
159,0.87
174,0.87
176,1.85
179,0.87
180,0.87
182,0.87
183,0.87
185,0.87
191,0.87
195,0.87
198,0.87
200,0.87
202,0.87
203,0.87
207,0.87
209,0.87
210,1.85
211,0.87
212,0.87
214,0.87
222,0.87
227,0.87
229,0.87
232,0.87
237,0.87
242,0.87
245,0.87
254,0.87
261,0.87
268,0.87
285,0.87
292,0.87
302,0.97
308,0.97
310,0.87
324,0.87
328,0.87
330,2.05
336,1.56
337,0.87
343,0.97
344,0.97
345,0.97
420,0.87
452,0.87
476,0.87
486,0.87
488,0.87
492,0.87
501,0.87
506,0.87
510,1.85
524,0.87
536,0.87
540,0.87
544,0.87
547,0.87
549,0.87
556,0.87
579,1.85
589,1.85
591,0.87
598,0.87
602,0.87
609,0.87
611,0.87
656,1.56
666,0.87
677,0.87
682,0.97
683,0.97
684,0.97
687,0.97
688,0.97
690,0.87
Drops: Heishin - A-TEC e S-TEC (Original)
002,1.26
019,0.19
030,1.26
034,1.26
036,1.26
042,1.26
044,1.26
074,1.26
096,1.26
097,1.26
098,1.26
104,1.26
106,1.26
108,1.26
114,1.26
115,1.26
129,1.26
132,1.26
135,1.26
139,1.26
142,1.26
143,1.26
144,1.26
145,1.26
154,1.26
174,1.17
179,1.17
183,1.17
184,1.17
190,1.17
203,1.17
213,1.17
215,1.17
220,1.17
228,1.17
237,1.17
244,1.07
253,1.07
257,1.07
259,1.07
263,1.07
268,1.07
303,1.17
313,1.17
315,1.17
320,0.04
321,1.17
322,1.17
323,1.17
331,2.34
336,2.34
337,0.97
342,0.04
343,1.17
344,1.17
345,1.17
347,0.04
366,1.07
368,1.07
455,2.24
457,2.24
470,1.17
505,2.24
525,0.48
532,1.17
593,0.48
599,2.24
623,1.17
631,1.17
632,0.48
634,1.17
646,2.24
657,0.09
661,0.09
665,1.17
672,0.04
676,1.17
682,1.17
683,1.17
684,1.17
686,0.97
687,1.17
688,1.17
690,1.17
693,1.17
695,1.17
Drops: Rex Raptor - A-TEC e S-TEC (Original)
005,0.87
008,0.87
019,0.29
029,0.87
045,0.87
047,0.87
048,0.87
096,0.78
097,0.78
100,0.78
105,1.56
107,0.78
108,0.78
113,0.78
114,0.78
116,0.78
129,0.78
134,0.78
139,0.78
143,0.78
144,0.78
145,0.78
147,0.78
148,0.78
155,0.78
156,0.78
158,0.78
160,0.78
161,0.78
173,0.78
175,0.78
176,0.78
177,0.78
178,0.78
180,0.78
183,0.78
184,0.78
